image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
458833944,male,man,the male,Man,True,195,195,male,man,Equivalence,3
458833944,african+man,man,an African man,Man,True,195,195,african man,man,Entailment1,1
2872197070,blue+pool,pool,the blue pool,a pool,True,8,8,blue pool,pool,Entailment1,1
2878002558,rider,man,A rider,a man,True,146,146,rider,man,Independence,4
2878002558,rider,man,A rider,man,True,146,146,rider,man,Independence,4
2878002558,white+horse,horse,a white horse,a horse,True,156,156,white horse,horse,Entailment1,1
2878002558,white+horse,horse,a white horse,horse,True,156,156,white horse,horse,Entailment1,1
2068556363,presents,gifts,presents,their gifts,True,30,30,presents,gifts,Equivalence,3
2068556363,presents,packages,presents,packages,True,30,30,presents,packages,Entailment1,1
7849619682,man,person,A man,A person,True,135,135,man,person,Entailment1,1
109544260,little+boy,boy,A little boy,A boy,True,54,54,little boy,boy,Entailment1,1
109544260,bubbles,four+bubbles,bubbles,four bubbles,True,-1,-1,bubbles,four bubbles,Entailment1,1
109544260,young+jean-clad+boy,boy,A young jean-clad boy,A boy,True,54,54,young jean-clad boy,boy,Entailment1,1
4860278774,woman,cowboy,a woman,A cowboy,True,-1,-1,woman,cowboy,Alternation,0
4860278774,woman,cowboy,A woman,A cowboy,True,-1,-1,woman,cowboy,Alternation,0
300577375,car,suv,a car,an SUV,True,55,55,car,suv,Entailment1,1
431410325,long-haired+dog,wet+brown+dog,A long-haired dog,A wet brown dog,True,80,80,long-haired dog,wet brown dog,Independence,4
2830559753,red+shirt,red,a red shirt,red,True,-1,-1,red shirt,red,Independence,4
2830559753,man,another+man,a man,another man,True,53,53,man,another man,Equivalence,3
2830559753,toddler,child,a toddler,a child,True,-1,-1,toddler,child,Alternation,0
2830559753,red+shirt,red,red shirt,red,True,-1,-1,red shirt,red,Independence,4
2830559753,another+man,man,another man,a man,True,53,53,another man,man,Equivalence,3
2830559753,red,red+shirt,red,a red shirt,True,-1,-1,red,red shirt,Independence,4
2830559753,another+man,man,another man,A man,True,53,53,another man,man,Equivalence,3
5613922717,worker,construction+worker,A worker,A construction worker,True,81,81,worker,construction worker,Entailment1,1
5613922717,steel+girder,support+beam,a steel girder,a support beam,True,161,161,steel girder,support beam,Entailment1,1
5613922717,male+construction+worker,man,Male construction worker,A man,True,81,81,male construction worker,man,Entailment1,1
7784556054,gravel+path,rocky+dirt+trail,a gravel path,a rocky dirt trail,True,6,6,gravel path,rocky dirt trail,Independence,4
2503629305,yellow+dog,dog,A yellow dog,A dog,True,84,84,yellow dog,dog,Entailment1,1
6246430633,dark+blue+sweater,black+shirt,a dark blue sweater,a black shirt,True,116,116,dark blue sweater,black shirt,Alternation,0
6246430633,man,person,A man,A person,True,162,162,man,person,Entailment1,1
315880837,snowy+field,white+snow,a snowy field,the white snow,True,4,4,snowy field,white snow,Entailment1,1
4753414852,large+public+building,building,a large public building,a building,True,13,13,large public building,building,Entailment1,1
7526601158,surfer,man,The surfer,A man,True,178,178,surfer,man,Independence,4
7526601158,surfer,man,The surfer,Man,True,178,178,surfer,man,Independence,4
7526601158,man,surfer,A man,A surfer,True,178,178,man,surfer,Independence,4
7526601158,black+red+wetsuit,black+red,a black and red wetsuit,black and red,True,-1,-1,black red wetsuit,black red,Entailment1,1
7526601158,surfer,man,A surfer,Man,True,178,178,surfer,man,Independence,4
7526601158,surfer,man,A surfer,A man,True,178,178,surfer,man,Independence,4
2450453051,frisbee,frisbees,Frisbee,Frisbees,True,-1,-1,frisbee,frisbees,Equivalence,3
2450453051,frisbees,frisbee,Frisbees,a Frisbee,True,-1,-1,frisbees,frisbee,Equivalence,3
2737920326,group+people,people,a group of people,people,True,198,198,group people,people,Entailment1,1
3336361161,peanut+butter,peanut+butter+jar,peanut butter,the peanut butter jar,True,178,178,peanut butter,peanut butter jar,Entailment1,1
3336361161,peanut+butter+jar,peanut+butter,the peanut butter jar,peanut butter,True,178,178,peanut butter jar,peanut butter,Entailment1,1
3486831913,water,body+water,the water,a body of water,True,120,120,water,body water,Entailment1,1
5905853755,map,paper,a map,the paper,True,-1,-1,map,paper,Independence,4
5905853755,woman,women,A woman,Women,True,-1,-1,woman,women,Equivalence,3
5905853755,women,woman,Women,A woman,True,-1,-1,women,woman,Equivalence,3
6342578701,white+green+another+team,university+iowa+'s+hawkeyes+football+team,white and green another team,The University of Iowa 's Hawkeyes football team,True,177,177,white green another team,university iowa 's hawkeyes football team,Entailment1,1
1500853305,little+boy,boy,a little boy,a boy,True,184,184,little boy,boy,Entailment1,1
7705492288,surfer,man,A surfer,A man,True,194,194,surfer,man,Independence,4
7705492288,man,surfer,A man,A surfer,True,194,194,man,surfer,Independence,4
4478357614,piece+metal+furniture,end+table,a piece of metal furniture,end table,True,192,192,piece metal furniture,end table,Independence,4
4478357614,two+garbage+bags,bags,two garbage bags,bags,True,-1,-1,two garbage bags,bags,Entailment1,1
4478357614,walking+cane,cane,a walking cane,his cane,True,-1,-1,walking cane,cane,Entailment1,1
1245194315,man,fashionable+man,A man,A fashionable man,True,188,188,man,fashionable man,Entailment1,1
1245194315,fashionable+man,man,A fashionable man,A man,True,188,188,fashionable man,man,Entailment1,1
4811455038,woman,mixed+ethnic+girl,A woman,mixed ethnic girl,True,187,187,woman,mixed ethnic girl,Alternation,0
4811455038,dark-haired+young+woman,mixed+ethnic+girl,A dark-haired young woman,mixed ethnic girl,True,187,187,dark-haired young woman,mixed ethnic girl,Alternation,0
2855667597,grass,bright+green+grass,the grass,bright green grass,True,4,4,grass,bright green grass,Entailment1,1
2855667597,bright+green+grass,grass,bright green grass,the grass,True,4,4,bright green grass,grass,Entailment1,1
2855667597,bright+green+grass,grass,bright green grass,grass,True,4,4,bright green grass,grass,Entailment1,1
290764786,old+man,man,an old man,A man,True,193,193,old man,man,Entailment1,1
290764786,old+man,man,an old man,Man,True,193,193,old man,man,Entailment1,1
8085448157,two+women,ugly+girl,Two women,An ugly girl,True,114,114,two women,ugly girl,Alternation,0
8085448157,ugly+girl,two+women,An ugly girl,Two women,True,114,114,ugly girl,two women,Alternation,0
8085448157,ugly+girl,women,An ugly girl,Some women,True,114,114,ugly girl,some women,Alternation,0
8085448157,ugly+girl,woman,An ugly girl,These woman,True,114,114,ugly girl,woman,Alternation,0
531721856,two+girls,two+women,Two girls,Two women,True,91,91,two girls,two women,Alternation,0
4004035933,bunch+people,group+people,A bunch of people,A group of people,True,56,56,bunch people,group people,Entailment1,1
488064659,woman,girl,a woman,girl,True,16,16,woman,girl,Alternation,0
4642793939,shirtless+man,well+built+young+man,A shirtless man,A well built young man,True,176,-1,shirtless man,well built young man,Independence,4
4642793939,well+built+young+man,shirtless+man,A well built young man,Shirtless man,True,-1,176,well built young man,shirtless man,Independence,4
3643666619,red+cap,red+ball+cap,a red cap,a red ball cap,True,-1,-1,red cap,red ball cap,Entailment1,1
2854291706,something,display,something,a display,True,41,41,something,display,Entailment1,1
2854291706,woman,women,a woman,women,True,194,194,woman,women,Equivalence,3
2854291706,women,woman,women,a woman,True,194,194,women,woman,Equivalence,3
2879966085,male,man,A male,A man,True,113,113,male,man,Equivalence,3
2879966085,male,man,A male,Man,True,113,113,male,man,Equivalence,3
2225530026,construction+crew,group+people,A construction crew,A group of people,True,194,186,construction crew,group people,Entailment1,1
2225530026,white+people,group+people,White people,A group of people,True,186,186,white people,group people,Entailment1,1
2635164923,young+child,little+baby,A young child,a little baby,True,136,136,young child,little baby,Alternation,0
3372251830,girl,woman,A girl,Woman,True,187,187,girl,woman,Alternation,0
3372251830,girl,redheaded+woman,A girl,A redheaded woman,True,187,187,girl,redheaded woman,Alternation,0
3372251830,girl,woman,A girl,A woman,True,187,187,girl,woman,Alternation,0
536904709,woman,girl,The woman,A girl,True,102,102,woman,girl,Alternation,0
536904709,girl,woman,A girl,a woman,True,102,102,girl,woman,Alternation,0
536904709,girl,woman,A girl,A woman,True,102,102,girl,woman,Alternation,0
504385521,white+dog,tan+dog,A white dog,A tan dog,True,165,165,white dog,tan dog,Alternation,0
6330156332,brown+apron,apron,a brown apron,an apron,True,123,123,brown apron,apron,Entailment1,1
3541474181,snowboarder,man,A snowboarder,A man,True,168,168,snowboarder,man,Independence,4
2299427360,tennis+ball,ball,a tennis ball,a ball,True,193,193,tennis ball,ball,Entailment1,1
4624341277,man,past+man,A man,past man,True,190,190,man,past man,Entailment1,1
4624341277,little+girl,woman,a little girl,a woman,True,59,59,little girl,woman,Alternation,0
4624341277,past+man,man,past man,A man,True,190,190,past man,man,Entailment1,1
4624341277,woman,little+girl,a woman,little girl,True,59,59,woman,little girl,Alternation,0
4624341277,woman,young+girl,a woman,a young girl,True,59,59,woman,young girl,Alternation,0
4295139148,group+people,people,A group of people,People,True,103,103,group people,people,Entailment1,1
4295139148,people,group+people,People,A group of people,True,103,103,people,group people,Entailment1,1
3637965586,guy,kid,A guy,A kid,True,20,20,guy,kid,Alternation,0
4510135650,man,person,A man,A person,True,162,162,man,person,Entailment1,1
4510135650,man,person,A man,person,True,162,162,man,person,Entailment1,1
4509183066,three+men,men,Three men,Men,True,57,57,three men,men,Entailment1,1
258476074,group+vehicles,many+cars,A group of vehicles,Many cars,True,48,48,group vehicles,many cars,Entailment1,1
2699426519,brown+white+pitbull,brown+white+dog,a brown and white pitbull,a brown and white dog,True,190,190,brown white pitbull,brown white dog,Entailment1,1
2699426519,brown+white+pitbull,brown+white+dog,a brown and white pitbull,A brown and white dog,True,190,190,brown white pitbull,brown white dog,Entailment1,1
3219122000,mouth+open+ears,ears,its mouth open and ears,his ears,True,190,190,mouth open ears,ears,Entailment1,1
3219122000,mouth+open+ears,ears,its mouth open and ears,its ears,True,190,190,mouth open ears,ears,Entailment1,1
3219122000,tan+dog,dog,a tan dog,This dog,True,14,14,tan dog,dog,Entailment1,1
3219122000,yellow+labrador,dog,A yellow Labrador,This dog,True,14,14,yellow labrador,dog,Entailment1,1
4650623132,blue+ocean,large+body+water,a blue ocean,a large body of water,True,-1,5,blue ocean,large body water,Entailment1,1
4650623132,lone+man,man,A lone man,A man,True,-1,-1,lone man,man,Entailment1,1
4650623132,large+body+water,water,a large body of water,the water,True,5,-1,large body water,water,Entailment1,1
4650623132,water,body+water,the water,a body of water,True,-1,-1,water,body water,Entailment1,1
4584267739,two+asian+women,two+girls,Two asian women,two girls,True,187,187,two asian women,two girls,Alternation,0
4584267739,street,city+street,the street,a city street,True,58,58,street,city street,Entailment1,1
4584267739,two+asia+women,two+girls,Two Asia women,two girls,True,187,187,two asia women,two girls,Alternation,0
4584267739,two+women,two+girls,two women,two girls,True,187,187,two women,two girls,Alternation,0
3584812840,woman,women,a woman,the women,True,-1,-1,woman,women,Equivalence,3
6090766940,black+bull,rowdy+bull,a black bull,The rowdy bull,True,148,148,black bull,rowdy bull,Independence,4
2265096094,carriage,cart,a carriage,a cart,True,116,116,carriage,cart,Equivalence,3
2265096094,man,boy,a man,a boy,True,-1,-1,man,boy,Alternation,0
2265096094,man,person,a man,A person,True,-1,-1,man,person,Entailment1,1
2265096094,boy,man,a boy,a man,True,-1,-1,boy,man,Alternation,0
2265096094,person,man,A person,a man,True,-1,-1,person,man,Entailment1,1
4610000381,blue+colored+clothes,casual+clothing,blue colored clothes,casual clothing,True,45,45,blue colored clothes,casual clothing,Independence,4
4610000381,two+woman,two+girls,Two woman,Two girls,True,22,22,two woman,two girls,Alternation,0
4610000381,woman,two+girls,A woman,Two girls,True,22,22,woman,two girls,Alternation,0
7571856890,colorful+turban,light+blue+turban,a colorful turban,a light blue turban,True,152,152,colorful turban,light blue turban,Entailment1,1
2893238950,road,curvy+road,the road,the curvy road,True,15,15,road,curvy road,Entailment1,1
2893238950,curvy+road,road,the curvy road,a road,True,15,15,curvy road,road,Entailment1,1
3169591322,skateboarder,man,a skateboarder,A man,True,186,186,skateboarder,man,Independence,4
3169591322,skateboarder,man,A skateboarder,A man,True,186,186,skateboarder,man,Independence,4
3169591322,man,person,A man,A person,True,186,186,man,person,Entailment1,1
3436395540,three+dogs,group+three+dogs,Three dogs,A group of three dogs,True,133,133,three dogs,group three dogs,Equivalence,3
3436395540,group+three+dogs,three+dogs,A group of three dogs,Three dogs,True,133,133,group three dogs,three dogs,Equivalence,3
2796544901,woman,blond+girl,A woman,A blond girl,True,86,86,woman,blond girl,Alternation,0
2796544901,blond+girl,woman,A blond girl,A woman,True,86,86,blond girl,woman,Alternation,0
2124040721,red+hat,bright+red+hat,a red hat,a bright red hat,True,77,77,red hat,bright red hat,Entailment1,1
2124040721,bright+red+hat,red+hat,a bright red hat,a red hat,True,77,77,bright red hat,red hat,Entailment1,1
4772900584,street,sidewalk,the street,a sidewalk,True,19,19,street,sidewalk,Alternation,0
4444863942,green+blazer,green,a green blazer,green,True,-1,-1,green blazer,green,Independence,4
189740668,man,boy,A man,A boy,True,129,129,man,boy,Alternation,0
189740668,shirtless+man,boy,A shirtless man,A boy,True,129,129,shirtless man,boy,Alternation,0
189740668,boy,man,A boy,A man,True,129,129,boy,man,Alternation,0
189740668,boy,man,A boy,a man,True,129,129,boy,man,Alternation,0
3409727957,man,person,A man,A person,True,198,198,man,person,Entailment1,1
5604836629,man,old+man,A man,Old man,True,-1,-1,man,old man,Entailment1,1
5604836629,toddler,young+child,a toddler,young child,True,-1,-1,toddler,young child,Alternation,0
2295750198,warmly+dressed+girl,person,A warmly dressed girl,Person,True,189,189,warmly dressed girl,person,Entailment1,1
5519356488,group+children,children,a group of children,Children,True,54,54,group children,children,Entailment1,1
3384743985,little+girl,baby,Little girl,A baby,True,45,45,little girl,baby,Alternation,0
3384743985,smiling+toddler,child,A smiling toddler,A child,True,45,45,smiling toddler,child,Alternation,0
3384743985,top+head,hair,the top of her head,his hair,True,80,80,top head,hair,Alternation,0
3384743985,smiling+toddler,baby,A smiling toddler,A baby,True,45,45,smiling toddler,baby,Alternation,0
3384743985,child,girl,A child,A girl,True,45,45,child,girl,Entailment1,1
3384743985,child,baby,A child,A baby,True,45,45,child,baby,Alternation,0
3252985078,people,group+people,People,A group of people,True,108,108,people,group people,Entailment1,1
3252985078,group+people,large+pack+men,A group of people,A large pack of men,True,108,108,group people,large pack men,Entailment1,1
2389107995,black+dog,dog,The black dog,The dog,True,59,59,black dog,dog,Entailment1,1
2389107995,black+dog,dog,a black dog,The dog,True,59,59,black dog,dog,Entailment1,1
2389107995,black+dog,dog,A black dog,The dog,True,59,59,black dog,dog,Entailment1,1
2389107995,dog,black+dog,The dog,Black dog,True,59,59,dog,black dog,Entailment1,1
195084264,large+wooden+bowl,wooden+product,a large wooden bowl,a wooden product,True,-1,-1,large wooden bowl,wooden product,Entailment1,1
195084264,display+wooden+trays,wooden+bowls,a display of wooden trays,wooden bowls,True,-1,-1,display wooden trays,wooden bowls,Alternation,0
2888499869,street,sidewalk,the street,sidewalk,True,40,40,street,sidewalk,Alternation,0
2888499869,street,sidewalk,the street,a sidewalk,True,40,40,street,sidewalk,Alternation,0
4419322515,purple+outfit,purple+garb,a purple outfit,purple garb,True,-1,-1,purple outfit,purple garb,Equivalence,3
4419322515,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
2841196844,lady,carnival+barker,a lady,A carnival barker,True,180,180,lady,carnival barker,Independence,4
2841196844,lady,someone,a lady,someone,True,180,180,lady,someone,Entailment1,1
4837466309,four+younger+girls,four+women,Four younger girls,Four women,True,153,153,four younger girls,four women,Alternation,0
4837466309,four+younger+girls,four+girls,Four younger girls,Four girls,True,153,153,four younger girls,four girls,Entailment1,1
4837466309,four+young+girls,four+women,Four young girls,Four women,True,153,153,four young girls,four women,Alternation,0
4837466309,four+women,four+girls,Four women,Four girls,True,153,153,four women,four girls,Alternation,0
170525064,leashed+dog,military+k-9+dog,a leashed dog,a military k-9 dog,True,-1,-1,leashed dog,military k-9 dog,Independence,4
2868575889,red+shirt,orange+shirt,a red shirt,an orange shirt,True,143,143,red shirt,orange shirt,Alternation,0
2868575889,man,skateboarder,A man,A skateboarder,True,93,93,man,skateboarder,Independence,4
2868575889,skateboard,board,a skateboard,his board,True,141,-1,skateboard,board,Entailment1,1
2868575889,skateboard,board,his skateboard,his board,True,141,-1,skateboard,board,Entailment1,1
2868575889,young+man,skateboarder,A young man,A skateboarder,True,93,93,young man,skateboarder,Independence,4
6267547720,six+young+children,seven+excited+children,six young children,the seven excited children,True,197,197,six young children,seven excited children,Alternation,0
6267547720,seven+excited+children,children,the seven excited children,The children,True,197,197,seven excited children,children,Entailment1,1
6267547720,seven+excited+children,children,the seven excited children,children,True,197,197,seven excited children,children,Entailment1,1
3978673802,young+man,teen+boy,Young man,Teen boy,True,11,-1,young man,teen boy,Alternation,0
3978673802,man,teen+boy,A man,Teen boy,True,-1,-1,man,teen boy,Alternation,0
3978673802,young+man,teen+boy,A young man,Teen boy,True,11,-1,young man,teen boy,Alternation,0
7414768750,women,woman,women,A woman,True,145,145,women,woman,Equivalence,3
7414768750,large+petition,petition,a large petition,a petition,True,51,51,large petition,petition,Entailment1,1
7414768750,large+petition,board,a large petition,a board,True,51,51,large petition,board,Independence,4
3069514336,black+male,guy,A black male,A guy,True,160,160,black male,guy,Entailment1,1
2374652725,little+black+dog,small+dog,a little black dog,A small dog,True,50,50,little black dog,small dog,Entailment1,1
2374652725,big+white+dog,large+dog,A big white dog,a large dog,True,53,53,big white dog,large dog,Entailment1,1
2609847254,girl,young+smiling+girl,A girl,A young smiling girl,True,102,102,girl,young smiling girl,Entailment1,1
2609847254,crowd+people,crowd,a crowd of people,a crowd,True,121,121,crowd people,crowd,Equivalence,3
2609847254,crowd+people,crowd,a crowd of people,crowd,True,121,121,crowd people,crowd,Equivalence,3
4717499333,concession+stand,kiosk,a concession stand,a kiosk,True,107,107,concession stand,kiosk,Entailment1,1
4717499333,blond+woman,street+vendor,Blond woman,A street vendor,True,135,135,blond woman,street vendor,Independence,4
84864687,recliner,brown+sofa,his recliner,a brown sofa,True,13,13,recliner,brown sofa,Independence,4
84864687,checkered+shirt,blue+shirt,a checkered shirt,a blue shirt,True,66,66,checkered shirt,blue shirt,Independence,4
84864687,man,old+man,A man,An old man,True,17,17,man,old man,Entailment1,1
84864687,brown+sofa,recliner,a brown sofa,a recliner,True,13,13,brown sofa,recliner,Independence,4
84864687,man,old+man,Man,An old man,True,17,17,man,old man,Entailment1,1
3412249548,earpiece,earphone,an earpiece,an earphone,True,61,61,earpiece,earphone,Entailment1,1
3656225270,red,red+shirt,red,a red shirt,True,-1,-1,red,red shirt,Independence,4
2049646140,gymnast,girl,a gymnast,A girl,True,146,146,gymnast,girl,Independence,4
2049646140,girl,gymnast,A girl,Gymnast,True,146,146,girl,gymnast,Independence,4
2049646140,girl,child,A girl,A child,True,146,146,girl,child,Entailment1,1
6075614739,three+men,men,Three men,Men,True,-1,-1,three men,men,Entailment1,1
2981162237,hard+hats,construction+hats,hard hats,construction hats,True,-1,-1,hard hats,construction hats,Equivalence,3
490870,blond+children,two+children,Blond children,Two children,True,30,30,blond children,two children,Independence,4
490870,adults+lap,man+'s+lap,an adults lap,a man 's lap,True,180,180,adults lap,man 's lap,Entailment1,1
3229282764,daughter,child,daughter,child,True,99,99,daughter,child,Independence,4
3229282764,girl,child,A girl,child,True,99,99,girl,child,Entailment1,1
3229282764,child,girl,child,A girl,True,99,99,child,girl,Entailment1,1
4763802065,towels,blanket,towels,a blanket,True,-1,-1,towels,blanket,Alternation,0
4763802065,concrete+ledge+graffiti+covered+wall,graffiti,the concrete ledge of a graffiti covered wall,graffiti,True,30,30,concrete ledge graffiti covered wall,graffiti,Alternation,0
2516649032,two+girls,two+young+women,Two girls,Two young women,True,8,8,two girls,two young women,Alternation,0
2516649032,two+asian+girls,two+young+women,Two Asian girls,Two young women,True,8,8,two asian girls,two young women,Alternation,0
2516649032,two+ladies,two+young+women,two ladies,Two young women,True,8,8,two ladies,two young women,Entailment1,1
4926735881,woman,blond+girl,A woman,A blond girl,True,61,61,woman,blond girl,Alternation,0
4926735881,man,boy,a man,The boy,True,-1,-1,man,boy,Alternation,0
4926735881,young+woman,blond+girl,A young woman,A blond girl,True,61,61,young woman,blond girl,Alternation,0
4926735881,blond+girl,blond+woman,A blond girl,A blond woman,True,61,61,blond girl,blond woman,Alternation,0
3042381160,person,man,A person,A man,True,9,9,person,man,Entailment1,1
3042381160,man,person,A man,A person,True,9,9,man,person,Entailment1,1
4800091182,two+kids,people,Two kids,People,True,146,146,two kids,people,Entailment1,1
4800091182,people,two+kids,People,Two kids,True,146,146,people,two kids,Entailment1,1
509030798,man,person,A man,A person,True,15,15,man,person,Entailment1,1
509030798,apple+computer,mac+computer,an apple computer,a mac computer,True,126,126,apple computer,mac computer,Equivalence,3
3062173277,people,group+people,People,A group of people,True,106,106,people,group people,Entailment1,1
3671262694,skateboarder,man,A skateboarder,A man,True,147,136,skateboarder,man,Independence,4
3671262694,board,skateboard,his board,a skateboard,True,146,146,board,skateboard,Entailment1,1
7501548316,four-piece+band,musical+group,A four-piece band,A musical group,True,175,175,four-piece band,musical group,Entailment1,1
2439942035,man,old+man,A man,A old man,True,140,140,man,old man,Entailment1,1
2439942035,old+man,man,A old man,A man,True,140,140,old man,man,Entailment1,1
2439942035,table,altar,a table,an altar,True,39,39,table,altar,Independence,4
6083027696,man,another+man,A man,another man,True,-1,-1,man,another man,Equivalence,3
6083027696,another+man,man,another man,A man,True,-1,-1,another man,man,Equivalence,3
4068908551,several+people,six+performers,Several people,six performers,True,188,188,several people,six performers,Entailment1,1
5620724486,young+lady,blond+white+girl,A young lady,Blond white girl,True,123,123,young lady,blond white girl,Entailment1,1
5620724486,electric+guitar,bass+guitar,the electric guitar,bass guitar,True,193,193,electric guitar,bass guitar,Independence,4
5620724486,bass+player+girl,young+woman,A bass player girl,A young woman,True,123,123,bass player girl,young woman,Alternation,0
5620724486,bass+player+girl,woman,A bass player girl,A woman,True,123,123,bass player girl,woman,Alternation,0
5620724486,blond+white+girl,young+woman,Blond white girl,A young woman,True,123,123,blond white girl,young woman,Alternation,0
5620724486,blond+white+girl,woman,Blond white girl,A woman,True,123,123,blond white girl,woman,Alternation,0
3243094580,streetlight+lit+bridge,street,A streetlight lit bridge,the street,True,134,134,streetlight lit bridge,street,Entailment1,1
389643437,slice+fruit,snack,a slice of fruit,a snack,True,-1,-1,slice fruit,snack,Entailment1,1
389643437,fruit,snack,fruit,a snack,True,-1,-1,fruit,snack,Independence,4
4631421666,person,man,a person,A man,True,183,183,person,man,Entailment1,1
4631421666,person,man,a person,a man,True,183,183,person,man,Entailment1,1
4631421666,man,person,A man,Person,True,183,183,man,person,Entailment1,1
4631421666,man,person,a man,Person,True,183,183,man,person,Entailment1,1
7888948740,woman,female,a woman,a female,True,112,112,woman,female,Entailment1,1
180362495,first+young+lady,woman,the first young lady,A woman,True,174,174,first young lady,woman,Entailment1,1
180362495,brunette+woman,lady,A brunette woman,The lady,True,174,174,brunette woman,lady,Entailment1,1
180362495,lady,hair+designer,The lady,A hair designer,True,174,174,lady,hair designer,Independence,4
349393314,male,man,A male,a man,True,60,60,male,man,Equivalence,3
349393314,female,woman,a female,a woman,True,176,176,female,woman,Entailment1,1
349393314,male,man,A male,A man,True,60,60,male,man,Equivalence,3
349393314,man,male,a man,A male,True,60,60,man,male,Equivalence,3
349393314,man,boy,a man,A boy,True,60,60,man,boy,Alternation,0
349393314,boy,man,A boy,A man,True,60,60,boy,man,Alternation,0
2319989266,smiling+man,musician,A smiling man,Musician,True,199,199,smiling man,musician,Independence,4
3980476965,woman,girl,a woman,a girl,True,-1,-1,woman,girl,Alternation,0
4968291657,baby,child,a baby,child,True,-1,-1,baby,child,Alternation,0
4968291657,child,baby,child,a baby,True,-1,-1,child,baby,Alternation,0
476319548,large+group+people,people,A large group of people,People,True,7,7,large group people,people,Entailment1,1
476319548,group+people,people,A group of people,People,True,7,7,group people,people,Entailment1,1
542179694,extended+ladder,ladder,extended ladder,ladder,True,-1,-1,extended ladder,ladder,Entailment1,1
4941007356,gun,shotgun,a gun,a shotgun,True,136,136,gun,shotgun,Entailment1,1
4941007356,parade,military+parade,a parade,a military parade,True,157,157,parade,military parade,Entailment1,1
185368429,legs,ankles,legs,ankles,True,-1,-1,legs,ankles,Entailment1,1
4902805416,group+three+girls,three+young+women,A group of three girls,Three young women,True,95,95,group three girls,three young women,Alternation,0
4902805416,group+three+girls,three+women,A group of three girls,Three women,True,95,95,group three girls,three women,Alternation,0
4933972845,two+girls,two+women,Two girls,Two women,True,109,109,two girls,two women,Alternation,0
4933972845,water,harbor,the water,the harbor,True,22,22,water,harbor,Entailment1,1
4933972845,two+women,two+girls,Two women,Two girls,True,109,109,two women,two girls,Alternation,0
2421659692,infant,baby,An infant,A baby,True,150,150,infant,baby,Entailment1,1
4652298673,brown-haired+woman,lady,A brown-haired woman,A lady,True,35,35,brown-haired woman,lady,Entailment1,1
3877444622,man,two+men,Man,two men,True,156,156,man,two men,Alternation,0
3877444622,man,another+man,Man,another man,True,156,156,man,another man,Equivalence,3
3877444622,two+men,man,two men,A man,True,156,156,two men,man,Alternation,0
3189521080,puddle,stream,the puddle,a stream,True,9,9,puddle,stream,Alternation,0
3189521080,stream,puddle,a stream,a puddle,True,9,9,stream,puddle,Alternation,0
4639459528,people,group+people,People,A group of people,True,152,152,people,group people,Entailment1,1
4639459528,headless+mannequin,"headless+,+legless+mannequin",a headless mannequin,"a headless , legless mannequin",True,108,108,headless mannequin,"headless , legless mannequin",Entailment1,1
4830215458,two+girls,two+women,Two girls,Two women,True,171,171,two girls,two women,Alternation,0
5244225882,large+stone+slab,stone,a large stone slab,stone,True,173,173,large stone slab,stone,Entailment1,1
5244225882,large+stone+slab,stone,a large stone slab,a stone,True,173,173,large stone slab,stone,Entailment1,1
5244225882,person,man,A person,A man,True,95,95,person,man,Entailment1,1
4503611071,young+man,young+boy,A young man,A young boy,True,172,172,young man,young boy,Alternation,0
4503611071,young+person,young+boy,A young person,A young boy,True,172,172,young person,young boy,Entailment1,1
3147399239,old+man,elder,An old man,his elder,True,53,53,old man,elder,Entailment1,1
3147399239,old+man,elder,an old man,his elder,True,53,53,old man,elder,Entailment1,1
4548933629,group+people,people,A group of people,People,True,116,116,group people,people,Entailment1,1
7803483544,guitarists,closeup+shot+guitar+player,the guitarists,A closeup shot of a guitar player,True,136,136,guitarists,closeup shot guitar player,Entailment1,1
47325915,rock+band,male+group,A rock band,A all male group,True,-1,-1,rock band,all male group,Independence,4
2107838729,boy,little+boy,A boy,Little boy,True,159,159,boy,little boy,Entailment1,1
1307094208,person,man,A person,a man,True,156,156,person,man,Entailment1,1
1307094208,visible+footprints,footprints,the only visible footprints,footprints,True,-1,-1,visible footprints,footprints,Entailment1,1
1307094208,person,man,A person,A man,True,156,156,person,man,Entailment1,1
3403797144,surfer,man,A surfer,A man,True,172,172,surfer,man,Independence,4
3403797144,surfer,man,a surfer,A man,True,172,172,surfer,man,Independence,4
3403797144,man,surfer,A man,A surfer,True,172,172,man,surfer,Independence,4
2045336190,group+six+young+women,six+girls,A group of six young women,Six girls,True,72,72,group six young women,six girls,Alternation,0
2045336190,group+six+young+women,group+girls,A group of six young women,Group of girls,True,72,72,group six young women,group girls,Alternation,0
2045336190,group+six+young+women,group+girls,A group of six young women,group of girls,True,72,72,group six young women,group girls,Alternation,0
2045336190,group+women,six+girls,A group of women,Six girls,True,72,72,group women,six girls,Alternation,0
2045336190,group+women,group+girls,A group of women,Group of girls,True,72,72,group women,group girls,Alternation,0
2045336190,group+women,group+girls,A group of women,group of girls,True,72,72,group women,group girls,Alternation,0
4986937036,two+girls,two+young+women,Two girls,Two young women,True,104,104,two girls,two young women,Alternation,0
